TURN 1
turn 19: MONARCH Rex levied 1.4 from S001 by force (no consent)
turn 19: MONARCH Rex levied 1.7 from S002 by force (no consent)
turn 19: tribute cascaded up S002: 0.0 members->Chief2, 0.0 Chief2->KING Rex
turn 19: tribute cascaded up S003: 1.9 members->Chief3, 0.5 Chief3->KING Rex
turn 19: RexM4 took up 'the strong take what they want' from S002M2
turn 19: S002M5 trust in Rex: 0 -> -1 (faith condemns Rex)
turn 20: RexM4 taught 'cooking' to S002M2
turn 20: MONARCH Rex levied 1.2 from S001 by force (no consent)
turn 20: MONARCH Rex levied 1.4 from S002 by force (no consent)
turn 20: tribute cascaded up S002: 0.0 members->Chief2, 0.0 Chief2->KING Rex
turn 20: tribute cascaded up S003: 1.5 members->Chief3, 0.4 Chief3->KING Rex
turn 20: S002M5 trust in Rex: -1 -> -2 (faith condemns Rex)
turn 21: S002M2 taught 'cooking' to S003M2
turn 21: RexM8 sold 0.5 food to S002M5 for 1.1 money (price 2.31/unit)
turn 21: Juno sold 4.1 food to Chief3 for 2.9 money (price 0.72/unit)
turn 21: MONARCH Rex levied 1.0 from S001 by force (no consent)
turn 21: MONARCH Rex levied 1.2 from S002 by force (no consent)
turn 21: tribute cascaded up S002: 0.0 members->Chief2, 0.0 Chief2->KING Rex
turn 21: tribute cascaded up S003: 1.0 members->Chief3, 0.2 Chief3->KING Rex
turn 21: Iris came of age
turn 21: Juno came of age
turn 21: Kade was born to Chief2 and Iris in S002
turn 21: Lena was born to Chief3 and Juno in S003
turn 21: the Faith of the Enlightened and the Watchful Dead took root in S002, S003
turn 21: S002M5 trust in Rex: -2 -> -3 (faith condemns Rex)
turn 21: Chief2 trust in Rex: 3 -> 2 (faith condemns Rex)
turn 21: Iris trust in Rex: 1 -> 0 (faith condemns Rex)
turn 21: Chief3 trust in Rex: 2 -> 1 (faith condemns Rex)
turn 22: S002M4 died (starved)
turn 22: S002M4's estate of 2.00 vanished (no heir)
turn 22: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Iris trust in Chief2: 3 -> 4 (friendly message)
turn 22: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 22: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Iris trust in Chief2: 4 -> 5 (friendly message)
turn 22: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 22: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Iris trust in Chief2: 5 -> 6 (friendly message)
turn 22: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 22: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Iris trust in Chief2: 6 -> 7 (friendly message)
turn 22: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 22: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Iris trust in Chief2: 7 -> 8 (friendly message)
turn 22: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 22: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Iris trust in Chief2: 8 -> 9 (friendly message)
turn 22: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 22: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Iris trust in Chief2: 9 -> 10 (friendly message)
turn 22: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 22: Juno received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Juno trust in Chief3: 6 -> 7 (friendly message)
turn 22: Juno replied to Chief3: "Good to meet you! Let's look out for each other."
turn 22: Juno received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Juno trust in Chief3: 7 -> 8 (friendly message)
turn 22: Juno replied to Chief3: "Good to meet you! Let's look out for each other."
turn 22: Juno received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Juno trust in Chief3: 8 -> 9 (friendly message)
turn 22: Juno replied to Chief3: "Good to meet you! Let's look out for each other."
turn 22: Juno received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 22: Juno trust in Chief3: 9 -> 10 (friendly message)
turn 22: Juno replied to Chief3: "Good to meet you! Let's look out for each other."
turn 22: S003M4 taught 'cooking' to S003M5
turn 22: RexM8 sold 0.5 food to RexM4 for 1.4 money (price 2.81/unit)
turn 22: Chief2 emerged as leader of S002 (trusted by 2 co-settlers)
turn 22: Chief3 emerged as leader of S003 (trusted by 2 co-settlers)
turn 22: MONARCH Rex levied 1.2 from S001 by force (no consent)
turn 22: MONARCH Rex levied 1.0 from S002 by force (no consent)
turn 22: RexM6 died (fell in battle)
turn 22: RexM6's estate of 6.28 vanished (no heir)
turn 22: Juno died (fell in battle)
turn 22: Lena inherited 9.15 from Juno
turn 22: Rex CONQUERED (defeating Chief3's followers in) S003 by force (3 fighters vs 1 defenders; 1+1 fell) -> MONARCH of S003
turn 22: tribute cascaded up S002: 0.0 members->Chief2, 0.0 Chief2->KING Rex
turn 22: tribute cascaded up S003: 0.8 members->Chief3, 0.2 Chief3->KING Rex
turn 22: S003M5 took up 'the strong take what they want' from RexM4
turn 22: S002M5 trust in Rex: -3 -> -4 (faith condemns Rex)
turn 22: Chief2 trust in Rex: 2 -> 1 (faith condemns Rex)
turn 22: Iris trust in Rex: 0 -> -1 (faith condemns Rex)
turn 23: RexM7 died (starved)
turn 23: RexM7's estate of 4.18 vanished (no heir)
turn 23: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 23: Chief2 trust in Iris: 3 -> 4 (friendly reply)
turn 23: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 23: Chief2 trust in Iris: 4 -> 5 (friendly reply)
turn 23: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 23: Chief2 trust in Iris: 5 -> 6 (friendly reply)
turn 23: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 23: Chief2 trust in Iris: 6 -> 7 (friendly reply)
turn 23: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 23: Chief2 trust in Iris: 7 -> 8 (friendly reply)
turn 23: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 23: Chief2 trust in Iris: 8 -> 9 (friendly reply)
turn 23: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 23: Chief2 trust in Iris: 9 -> 10 (friendly reply)
turn 23: Chief2 talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 23: Chief3 heard Juno reply: "Good to meet you! Let's look out for each other."
turn 23: Chief3 trust in Juno: 3 -> 4 (friendly reply)
turn 23: Chief3 heard Juno reply: "Good to meet you! Let's look out for each other."
turn 23: Chief3 trust in Juno: 4 -> 5 (friendly reply)
turn 23: Chief3 heard Juno reply: "Good to meet you! Let's look out for each other."
turn 23: Chief3 trust in Juno: 5 -> 6 (friendly reply)
turn 23: Chief3 heard Juno reply: "Good to meet you! Let's look out for each other."
turn 23: Chief3 trust in Juno: 6 -> 7 (friendly reply)
turn 23: Iris trust in Chief2: 10 -> 13 (alliance formed)
turn 23: Chief2 trust in Iris: 10 -> 13 (alliance formed)
turn 23: Iris and Chief2 formed an ALLIANCE
turn 23: Chief3 taught 'cooking' to Lena
turn 23: Chief3 taught 'farming' to Lena
turn 23: Chief3 taught 'fire' to Lena
turn 23: Chief3 taught 'hunting' to Lena
turn 23: Chief3 taught 'metalworking' to Lena
turn 23: Chief3 taught 'tools' to Lena
turn 23: Chief3 taught 'weapons' to Lena
turn 23: RexM8 sold 0.5 food to S002M5 for 0.4 money (price 0.81/unit)
turn 23: Chief3 sold 1.1 food to Lena for 1.1 money (price 1.00/unit)
turn 23: Chief3 lost legitimacy as leader of S003 (following fell below 2)
turn 23: MONARCH Rex levied 1.2 from S001 by force (no consent)
turn 23: MONARCH Rex levied 0.9 from S002 by force (no consent)
turn 23: MONARCH Rex levied 11.1 from S003 by force (no consent)
turn 23: tribute cascaded up S002: 0.1 members->Chief2, 0.0 Chief2->KING Rex
turn 23: tribute cascaded up S003: 0.5 members->Chief3, 0.1 Chief3->KING Rex
turn 23: Kade came to believe 'the dead watch us'
turn 23: Lena came to believe 'knowledge is power'
turn 23: Lena came to believe 'the dead watch us'
turn 23: Lena took up 'we are stronger together' from Chief3
turn 23: Lena took up 'wealth is virtue' from Chief3
turn 23: S002M5 trust in Rex: -4 -> -5 (faith condemns Rex)
turn 23: Chief2 trust in Rex: 1 -> 0 (faith condemns Rex)
turn 23: Iris trust in Rex: -1 -> -2 (faith condemns Rex)
turn 24: Chief2 talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 24: Chief3 proposed an alliance to Lena (awaiting reply)
turn 24: S003M2 died (starved)
turn 24: S003M2's estate of 5.00 vanished (no heir)
turn 24: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 24: Iris trust in Chief2: 13 -> 14 (friendly message)
turn 24: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 24: Iris talked to Chief2: "Hi! Want to team up? I'm focused on survive."
turn 24: RexM8 sold 0.5 food to RexM4 for 0.4 money (price 0.81/unit)
turn 24: Lena sold 0.1 food to Chief3 for 0.2 money (price 1.32/unit)
turn 24: MONARCH Rex levied 1.1 from S001 by force (no consent)
turn 24: MONARCH Rex levied 0.8 from S002 by force (no consent)
turn 24: MONARCH Rex levied 8.9 from S003 by force (no consent)
turn 24: tribute cascaded up S002: 0.1 members->Chief2, 0.0 Chief2->KING Rex
turn 24: tribute cascaded up S003: 0.3 members->Chief3, 0.1 Chief3->KING Rex
turn 24: S002M5 trust in Rex: -5 -> -6 (faith condemns Rex)
turn 24: Chief2 trust in Rex: 0 -> -1 (faith condemns Rex)
turn 24: Iris trust in Rex: -2 -> -3 (faith condemns Rex)
turn 24: Chief3 devised WRITING in S003
turn 24: Rex inscribed the written law of S003
turn 24: S003 entered the Iron Age
turn 25: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 25: Chief2 trust in Iris: 13 -> 14 (friendly reply)
turn 25: Chief2 received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 25: Chief2 trust in Iris: 14 -> 15 (friendly message)
turn 25: Chief2 replied to Iris: "Good to meet you! Let's look out for each other."
turn 25: Chief2 talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 25: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 25: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 25: Iris trust in Chief2: 14 -> 15 (friendly message)
turn 25: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 25: Chief3 taught 'writing' to Lena
turn 25: MONARCH Rex levied 1.0 from S001 by force (no consent)
turn 25: MONARCH Rex levied 0.7 from S002 by force (no consent)
turn 25: MONARCH Rex levied 7.1 from S003 by force (no consent)
turn 25: tribute cascaded up S002: 0.1 members->Chief2, 0.0 Chief2->KING Rex
turn 25: tribute cascaded up S003: 0.2 members->Chief3, 0.1 Chief3->KING Rex
turn 25: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 25: Chief2 trust in Rex: -1 -> 0 (faith blesses Rex)
turn 25: Iris trust in Rex: -3 -> -2 (faith blesses Rex)
turn 26: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 26: Chief2 trust in Iris: 15 -> 16 (friendly reply)
turn 26: S002M2 drew on savings to survive starvation (stockpile now 0.0)
turn 26: Iris heard Chief2 reply: "Good to meet you! Let's look out for each other."
turn 26: Iris trust in Chief2: 15 -> 16 (friendly reply)
turn 26: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 26: Iris trust in Chief2: 16 -> 17 (friendly message)
turn 26: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 26: Chief2 taught 'fire' to Kade
turn 26: Chief2 taught 'hunting' to Kade
turn 26: Chief2 taught 'tools' to Kade
turn 26: MONARCH Rex levied 0.8 from S001 by force (no consent)
turn 26: MONARCH Rex levied 0.4 from S002 by force (no consent)
turn 26: MONARCH Rex levied 5.5 from S003 by force (no consent)
turn 26: tribute cascaded up S002: 0.1 members->Chief2, 0.0 Chief2->KING Rex
turn 26: tribute cascaded up S003: 0.1 members->Chief3, 0.0 Chief3->KING Rex
turn 26: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 26: Kade came to believe 'we are stronger together'
turn 26: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 26: Chief2 trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief2))
turn 26: Iris trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 26: Kade trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief2))
turn 27: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 27: Chief2 trust in Iris: 16 -> 17 (friendly reply)
turn 27: Chief2 taught 'farming' to Kade
turn 27: RexM8 sold 0.2 food to S002M5 for 0.5 money (price 2.82/unit)
turn 27: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 27: MONARCH Rex levied 0.4 from S002 by force (no consent)
turn 27: MONARCH Rex levied 4.4 from S003 by force (no consent)
turn 27: tribute cascaded up S002: 0.1 members->Chief2, 0.0 Chief2->KING Rex
turn 27: tribute cascaded up S003: 0.1 members->Chief3, 0.0 Chief3->KING Rex
turn 27: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 27: Kade came to believe 'knowledge is power'
turn 27: Kade took up 'wealth is virtue' from Chief2
turn 27: Chief2 trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 27: Iris trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief2))
turn 27: Kade trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 28: Chief2 proposed an alliance to Kade (awaiting reply)
turn 28: S003M4 drew on savings to survive starvation (stockpile now 0.0)
turn 28: Chief2 taught 'writing' to Kade
turn 28: RexM8 sold 0.6 food to RexM4 for 1.6 money (price 2.81/unit)
turn 28: MONARCH Rex levied 1.0 from S001 by force (no consent)
turn 28: MONARCH Rex levied 0.4 from S002 by force (no consent)
turn 28: MONARCH Rex levied 3.6 from S003 by force (no consent)
turn 28: tribute cascaded up S002: 0.1 members->Chief2, 0.0 Chief2->KING Rex
turn 28: tribute cascaded up S003: 0.1 members->Chief3, 0.0 Chief3->KING Rex
turn 28: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 28: Chief2 trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief2))
turn 28: Kade trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief2))
turn 29: Chief2 talked to Kade: "Hi! Want to team up? I'm focused on survive."
turn 29: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 29: MONARCH Rex levied 1.0 from S001 by force (no consent)
turn 29: MONARCH Rex levied 0.4 from S002 by force (no consent)
turn 29: MONARCH Rex levied 2.9 from S003 by force (no consent)
turn 29: tribute cascaded up S002: 0.1 members->Chief2, 0.0 Chief2->KING Rex
turn 29: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 29: Chief2 BROKE AWAY from Rex's realm — S002 is independent again (loyalty collapsed)
turn 29: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 29: Chief2 took up 'the strong take what they want' from Iris (renouncing 'we are stronger together')
turn 29: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 29: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 29: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 30: RexM8 sold 1.0 food to RexM4 for 0.8 money (price 0.80/unit)
turn 30: MONARCH Rex levied 0.9 from S001 by force (no consent)
turn 30: MONARCH Rex levied 0.2 from S002 by force (no consent)
turn 30: MONARCH Rex levied 2.2 from S003 by force (no consent)
turn 30: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 30: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 30: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 30: S003M4 took up 'the strong take what they want' from S003M5
turn 30: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 30: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 30: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 31: Iris proposed an alliance to Kade (awaiting reply)
turn 31: MONARCH Rex levied 0.8 from S001 by force (no consent)
turn 31: MONARCH Rex levied 0.2 from S002 by force (no consent)
turn 31: MONARCH Rex levied 1.7 from S003 by force (no consent)
turn 31: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 31: Milo was born to Chief2 and Iris in S002
turn 31: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 31: Chief2 took up 'the strong take what they want' from Iris (renouncing 'we are stronger together')
turn 31: Kade took up 'the strong take what they want' from Iris (renouncing 'we are stronger together')
turn 31: Milo took up 'knowledge is power' from S002M3
turn 31: Milo took up 'the dead watch us' from S002M3
turn 31: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 31: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 31: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 31: Milo trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief2))
turn 31: S002M5 devised WRITING in S001
turn 31: Rex inscribed the written law of S001
turn 31: S002M5 mastered METALWORKING in S001
turn 31: S001 entered the Bronze Age
turn 32: Chief2 talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 32: S002M3 taught 'farming' to Milo
turn 32: S002M3 taught 'fire' to Milo
turn 32: S002M3 taught 'tools' to Milo
turn 32: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 32: MONARCH Rex levied 0.2 from S002 by force (no consent)
turn 32: MONARCH Rex levied 1.4 from S003 by force (no consent)
turn 32: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 32: S002M5 seethes with hunger amid plenty (discontent 6.4)
turn 32: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 32: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 32: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 32: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 32: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 32: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 32: Milo trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 33: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 33: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 33: Iris trust in Chief2: 17 -> 18 (friendly message)
turn 33: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 33: Chief2 taught 'hunting' to Milo
turn 33: Chief2 taught 'writing' to Milo
turn 33: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 33: MONARCH Rex levied 0.3 from S002 by force (no consent)
turn 33: MONARCH Rex levied 1.2 from S003 by force (no consent)
turn 33: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 33: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 33: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 33: Milo took up 'wealth is virtue' from Chief2
turn 33: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 33: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 33: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 33: Milo trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief2))
turn 34: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 34: Chief2 trust in Iris: 17 -> 18 (friendly reply)
turn 34: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 34: Iris talked to Chief2: "Hi! Want to team up? I'm focused on survive."
turn 34: RexM8 sold 0.1 food to RexM4 for 0.3 money (price 2.82/unit)
turn 34: MONARCH Rex levied 0.8 from S001 by force (no consent)
turn 34: MONARCH Rex levied 0.1 from S002 by force (no consent)
turn 34: MONARCH Rex levied 0.8 from S003 by force (no consent)
turn 34: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 34: KING Rex's host was REPELLED at S002 (1 host vs 1 defenders; 0+0 fell)
turn 34: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 34: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 34: Milo took up 'we are stronger together' from Chief2
turn 34: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 34: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 34: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 35: Chief2 received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 35: Chief2 trust in Iris: 18 -> 19 (friendly message)
turn 35: Chief2 replied to Iris: "Good to meet you! Let's look out for each other."
turn 35: Chief2 proposed an alliance to Milo (awaiting reply)
turn 35: S003M4 died (starved)
turn 35: S003M4's estate of 2.00 vanished (no heir)
turn 35: Iris talked to Chief2: "Hi! Want to team up? I'm focused on survive."
turn 35: S002M3 joined settlement S002 at (17, 9)
turn 35: MONARCH Rex levied 0.8 from S001 by force (no consent)
turn 35: MONARCH Rex levied 1.9 from S002 by force (no consent)
turn 35: MONARCH Rex levied 0.7 from S003 by force (no consent)
turn 35: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 35: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 35: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 35: Milo took up 'the strong take what they want' from Chief2 (renouncing 'we are stronger together')
turn 35: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 35: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 35: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 35: S002M3 trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Iris))
turn 36: Chief2 received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 36: Chief2 trust in Iris: 19 -> 20 (friendly message)
turn 36: Chief2 replied to Iris: "Good to meet you! Let's look out for each other."
turn 36: Chief2 talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 36: Iris heard Chief2 reply: "Good to meet you! Let's look out for each other."
turn 36: Iris trust in Chief2: 18 -> 19 (friendly reply)
turn 36: RexM8 sold 0.3 food to RexM4 for 0.3 money (price 0.82/unit)
turn 36: MONARCH Rex levied 0.9 from S001 by force (no consent)
turn 36: MONARCH Rex levied 1.6 from S002 by force (no consent)
turn 36: MONARCH Rex levied 0.6 from S003 by force (no consent)
turn 36: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 36: KING Rex's host was REPELLED at S002 (1 host vs 1 defenders; 0+0 fell)
turn 36: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 36: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 36: Milo came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 36: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 36: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 36: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 36: S002M3 trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Iris))
turn 37: Chief2 talked to Milo: "Hi! Want to team up? I'm focused on survive."
turn 37: Iris heard Chief2 reply: "Good to meet you! Let's look out for each other."
turn 37: Iris trust in Chief2: 19 -> 20 (friendly reply)
turn 37: Iris received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 37: Iris trust in Chief2: 20 -> 21 (friendly message)
turn 37: Iris replied to Chief2: "Good to meet you! Let's look out for each other."
turn 37: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 37: MONARCH Rex levied 2.4 from S002 by force (no consent)
turn 37: MONARCH Rex levied 0.5 from S003 by force (no consent)
turn 37: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 37: Kade came of age
turn 37: Lena came of age
turn 37: Nell was born to Chief3 and Lena in S003
turn 37: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 37: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 37: Milo took up 'the strong take what they want' from Chief2 (renouncing 'we are stronger together')
turn 37: Nell took up 'knowledge is power' from Chief3
turn 37: Nell took up 'the dead watch us' from Chief3
turn 37: Nell took up 'we are stronger together' from Chief3
turn 37: Nell took up 'wealth is virtue' from Chief3
turn 37: S002M3 took up 'the strong take what they want' from Chief2
turn 37: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 37: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 37: Chief3 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 37: S002M3 trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief2))
turn 37: Chief3 trust in Rex: 1 -> -1 (faith condemns Rex (denounced by prophet Chief3))
turn 37: Lena trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief3))
turn 37: Nell trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief3))
turn 38: Chief2 heard Iris reply: "Good to meet you! Let's look out for each other."
turn 38: Chief2 trust in Iris: 20 -> 21 (friendly reply)
turn 38: Chief2 talked to Milo: "Hi! Want to team up? I'm focused on survive."
turn 38: Kade received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 38: Kade trust in Chief2: 3 -> 4 (friendly message)
turn 38: Kade replied to Chief2: "Good to meet you! Let's look out for each other."
turn 38: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 38: Lena trust in Chief3: 3 -> 4 (friendly message)
turn 38: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 38: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 38: Lena trust in Chief3: 4 -> 5 (friendly message)
turn 38: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 38: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 38: Lena trust in Chief3: 5 -> 6 (friendly message)
turn 38: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 38: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 38: Lena trust in Chief3: 6 -> 7 (friendly message)
turn 38: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 38: Chief3 taught 'cooking' to Nell
turn 38: Chief3 taught 'fire' to Nell
turn 38: Chief3 taught 'hunting' to Nell
turn 38: Chief3 taught 'metalworking' to Nell
turn 38: Chief3 taught 'tools' to Nell
turn 38: Chief3 taught 'weapons' to Nell
turn 38: Chief3 taught 'writing' to Nell
turn 38: Chief3 emerged as leader of S003 (trusted by 2 co-settlers)
turn 38: MONARCH Rex levied 0.5 from S001 by force (no consent)
turn 38: MONARCH Rex levied 2.0 from S002 by force (no consent)
turn 38: MONARCH Rex levied 0.5 from S003 by force (no consent)
turn 38: tribute cascaded up S003: 0.0 members->Chief3, 0.0 Chief3->KING Rex
turn 38: KING Rex's host was REPELLED at S002 (1 host vs 1 defenders; 0+0 fell)
turn 38: Chief2 seethes under Rex's levies (discontent 6.1)
turn 38: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
